time,distance
0.0,83.9347716703508
0.1666666666666666,83.48126204925711
0.3333333333333333,84.10820091564999
0.5,81.8426282416387
0.6666666666666666,81.33963617304373
0.8333333333333333,80.12919594178392
1.0,78.8140999600275
1.1666666666666663,77.22808443600464
1.3333333333333333,75.58308340317386
1.5,73.06856840957757
1.6666666666666663,70.98669637308943
1.8333333333333333,68.5241684052356
2.0,65.35807381406208
2.1666666666666665,63.958215002953345
2.333333333333333,60.8412206325279
2.5,56.892720413006955
2.6666666666666665,55.917790077226734
2.833333333333333,52.81444651792407
3.0,49.756595689052276
3.1666666666666665,47.54003771013698
3.333333333333333,44.825673896303876
3.5,42.81526009190318
3.6666666666666665,40.90253709123588
3.833333333333333,38.64563218210001
4.0,36.43968269245813
4.166666666666666,35.26403493522159
4.333333333333333,33.99542917140357
4.5,33.14389696204012
4.666666666666666,32.345033269115014
4.833333333333333,31.548674360693973
5.0,31.449806899314243
5.166666666666666,31.790253954123358
5.333333333333333,31.809945594462516
5.5,32.348160397257104
5.666666666666666,31.404061345837263
5.833333333333333,31.8016336192064
6.0,32.48740141869854
6.166666666666666,31.38612862578224
6.333333333333333,31.48212003533775
6.5,32.91395206812901
6.666666666666666,32.056965666390624
6.833333333333333,32.24124219604583
7.0,32.269733734565015
7.166666666666666,32.5718570912797
7.333333333333333,32.57036946991144
7.5,32.034752943164136
7.666666666666666,32.16020937072118
7.833333333333333,33.528246788872174
8.0,32.7788561497248
8.166666666666666,33.5732585093159
8.333333333333332,33.267767436306265
8.5,33.10667972891308
8.666666666666666,32.8097314583629
8.833333333333332,32.943746044524445
9.0,34.28408570239587
9.166666666666666,33.35783244998936
9.333333333333332,34.83663267052431
9.5,35.051150555801165
9.666666666666666,34.00201353280086
9.833333333333332,34.50554524075262
10.0,34.32375315109369
10.166666666666666,34.73435021152681
10.333333333333332,35.10363742738067
10.5,36.09010174361694
10.666666666666666,35.864702390204286
10.833333333333332,36.66726023837842
11.0,36.54916130436358
11.166666666666666,35.65146252359968
11.333333333333332,36.2246809390384
11.5,36.54074057135758
11.666666666666666,37.12662354757568
11.833333333333332,37.29340973865047
12.0,37.967815033816684
12.166666666666666,37.586118550052554
12.333333333333332,37.6247585271228
12.5,39.24216034276015
12.666666666666666,39.76373053293887
12.833333333333332,39.56766691327989
13.0,40.24112931129099
13.166666666666666,39.53734284446362
13.333333333333332,40.12799614628877
13.5,40.00764054257497
13.666666666666666,40.006790428014064
13.833333333333332,40.85941294864811
14.0,41.360753200092475
14.166666666666666,41.35256509414683
14.333333333333332,41.28072175997533
14.5,41.33029384977157
14.666666666666666,42.17901439727691
14.833333333333332,42.201760189001284
15.0,42.15202024310814
15.166666666666666,42.79130872202184
15.333333333333332,42.78086257662131
15.5,43.63949702719932
15.666666666666666,42.92496650439317
15.833333333333332,43.36421256426409
16.0,43.60333697050386
16.166666666666664,43.3608533750486
16.333333333333332,44.88350030837145
16.5,45.42054491160145
16.666666666666664,44.90559482307721
16.833333333333332,45.42849754895259
17.0,46.33482353149292
17.166666666666664,46.75984506026295
17.333333333333332,46.804170710690066
17.5,45.78632898092141
17.666666666666664,46.3511873470474
17.833333333333332,47.134892210601635
18.0,47.53207064075193
18.166666666666664,47.32910040694567
18.33333333333333,47.84420536370682
18.5,48.539925592866226
18.666666666666664,48.31655140624909
18.83333333333333,48.93830406629555
19.0,47.937638650426976
19.166666666666664,48.29990071883957
19.33333333333333,48.57340031740902
19.5,49.877120146750414
19.666666666666664,49.70537044781828
