time,distance
0.0,82.85423614944371
0.1666666666666666,83.4450772626847
0.3333333333333333,82.50773553431847
0.5,81.1410100487863
0.6666666666666666,81.8681215863151
0.8333333333333333,79.45264623477252
1.0,77.66986554517267
1.1666666666666663,76.8108042696906
1.3333333333333333,74.7896471774064
1.5,73.29999411483286
1.6666666666666663,70.59264827964819
1.8333333333333333,68.30881690767448
2.0,65.66037665657844
2.1666666666666665,63.95456084486289
2.333333333333333,60.34429054233187
2.5,57.993078079252996
2.6666666666666665,54.73509407297433
2.833333333333333,52.829872444969375
3.0,50.21519427120784
3.1666666666666665,48.27543083890558
3.333333333333333,44.67393367676575
3.5,43.77525318594501
3.6666666666666665,40.7581583852418
3.833333333333333,39.88238643248249
4.0,38.36015353131549
4.166666666666666,36.089329232799344
4.333333333333333,35.257531803653656
4.5,33.85585330113429
4.666666666666666,34.17665708763797
4.833333333333333,33.47080155077029
5.0,33.34115702660836
5.166666666666666,32.84193138012923
5.333333333333333,32.289421592415046
5.5,32.7963661114188
5.666666666666666,33.52662236169618
5.833333333333333,33.54500027427445
6.0,33.58735639689334
6.166666666666666,33.06703829119999
6.333333333333333,34.15227380233873
6.5,32.78275888440335
6.666666666666666,33.4026856326819
6.833333333333333,33.54051201927694
7.0,33.56473194429402
7.166666666666666,33.47597954990647
7.333333333333333,33.75865094109397
7.5,33.651388612989095
7.666666666666666,34.13866775586476
7.833333333333333,34.17324951138102
8.0,33.55006052424696
8.166666666666666,34.49041937353007
8.333333333333332,33.87231040003804
8.5,33.74275531100424
8.666666666666666,34.133973426704166
8.833333333333332,34.58753679396965
9.0,35.5226221850661
9.166666666666666,35.75576266036375
9.333333333333332,35.562253025716586
9.5,35.558088137179716
9.666666666666666,34.961241359802635
9.833333333333332,35.675778639201994
10.0,35.89495545667329
10.166666666666666,36.79253196977689
10.333333333333332,36.7886836861054
10.5,36.763356026553346
10.666666666666666,35.625841028798334
10.833333333333332,37.206474925060235
11.0,37.57719264510133
11.166666666666666,36.63831876852463
11.333333333333332,37.91750772745829
11.5,37.964358047061616
11.666666666666666,38.76536589412722
11.833333333333332,38.127227377173384
12.0,37.51768219606372
12.166666666666666,39.00010558834582
12.333333333333332,39.10761307136873
12.5,39.14251382440116
12.666666666666666,40.06024053005767
12.833333333333332,40.39157148574415
13.0,40.073405023678625
13.166666666666666,40.61649607785108
13.333333333333332,40.33978881207018
13.5,40.74903121398681
13.666666666666666,41.6692853778773
13.833333333333332,40.61590292940733
14.0,41.42457921996812
14.166666666666666,41.182390977145694
14.333333333333332,41.67714955232071
14.5,42.49592392573756
14.666666666666666,42.96261329779762
14.833333333333332,41.67230852311812
15.0,43.28934370591634
15.166666666666666,43.036978629232905
15.333333333333332,44.17183154583972
15.5,43.61821144215465
15.666666666666666,44.908676704099705
15.833333333333332,43.75225053527182
16.0,44.71357912743264
16.166666666666664,45.436319258882264
16.333333333333332,44.64389084385466
16.5,45.18710705381085
16.666666666666664,46.615736416840804
16.833333333333332,46.31195849726609
17.0,46.474013387561584
17.166666666666664,46.43395144029118
17.333333333333332,46.12305542185914
17.5,46.20621485897089
17.666666666666664,47.10555596440512
17.833333333333332,47.46098933256574
18.0,47.50591602284455
18.166666666666664,47.08966751828367
18.33333333333333,48.05196902680594
18.5,47.93399164627625
18.666666666666664,48.11199883005771
18.83333333333333,49.06493123283844
19.0,47.938422948377855
19.166666666666664,49.845906839240264
19.33333333333333,48.89247799201395
19.5,49.23386046842359
19.666666666666664,49.81168071176319
19.83333333333333,50.392814148483865
20.0,49.5979091534323
20.166666666666664,49.76422010968812
20.33333333333333,50.63268355555025
20.5,50.569001522898226
20.666666666666664,51.271997574351424
20.83333333333333,51.146978909171494
21.0,50.985604836279364
21.166666666666664,51.286577006125796
21.33333333333333,52.18565692818626
21.5,51.586946759348685
21.666666666666664,52.01790464230826
21.83333333333333,52.883043554141494
22.0,51.8243244387646
22.166666666666664,52.02507808366689
22.33333333333333,52.639017244424316
22.5,52.29413477455812
22.666666666666664,52.29750270653378
22.83333333333333,53.20804167540569
23.0,52.41396406946587
23.166666666666664,52.59336513982068
23.33333333333333,53.656374512519804
23.5,53.80535450017128
23.666666666666664,53.48963157964871
23.83333333333333,52.45409147124786
24.0,53.24589530243362
24.166666666666664,53.24506305025002
24.33333333333333,53.200443645498744
24.5,53.11434802641213
24.666666666666664,53.74406800207691
24.83333333333333,53.14978666281726
25.0,53.56794646863529
25.166666666666664,52.549198986111215
25.33333333333333,52.7044966361672
25.5,52.966188170666605
25.666666666666664,53.442520040028946
25.83333333333333,52.93578857655447
26.0,53.20897691321083
26.166666666666664,52.64777770460537
26.33333333333333,51.69676309678296
26.5,52.191306747331026
26.666666666666664,52.17587754271818
26.83333333333333,53.53639315439817
27.0,52.86479820882872
27.166666666666664,53.20883781611634
27.33333333333333,52.19953298318483
27.5,52.91726797242304
27.666666666666664,53.322939355737944
27.83333333333333,52.70783031397763
28.0,53.73663855457637
28.166666666666664,52.17825363035185
28.33333333333333,52.4311353937262
28.5,52.7715121418297
28.666666666666664,53.099373255970875
28.83333333333333,52.201590283493516
29.0,53.06101350956271
