time,distance
0.0,80.0
0.1666666666666666,79.86304738420684
0.3333333333333333,79.45369001834514
0.5,78.77641290737884
0.6666666666666666,77.83863644106502
0.8333333333333333,76.65063509461096
1.0,75.22542485937369
1.1666666666666663,73.57862063693486
1.3333333333333333,71.72826515897145
1.5,69.69463130731182
1.6666666666666663,67.5
1.8333333333333333,65.16841607689501
2.0,62.72542485937369
2.1666666666666665,60.19779227044398
2.333333333333333,57.61321158169135
2.5,55.0
2.6666666666666665,52.38678841830867
2.833333333333333,49.80220772955602
3.0,47.27457514062631
3.1666666666666665,44.83158392310499
3.333333333333333,42.50000000000001
3.5,40.30536869268818
3.6666666666666665,38.27173484102856
3.833333333333333,36.42137936306515
4.0,34.77457514062631
4.166666666666666,33.34936490538904
4.333333333333333,32.16136355893498
4.5,31.22358709262116
4.666666666666666,30.546309981654854
4.833333333333333,30.13695261579317
5.0,30.0
5.166666666666666,30.003426750244422
5.333333333333333,30.013704652454265
5.5,30.03082666266872
5.666666666666666,30.054781046317267
5.833333333333333,30.085551386261898
6.0,30.12311659404862
6.166666666666666,30.167450924360452
6.333333333333333,30.218523992661943
6.5,30.27630079602324
6.666666666666666,30.340741737109315
6.833333333333333,30.41180265131807
7.0,30.489434837048464
7.166666666666666,30.57358508907821
7.333333333333333,30.66419573502798
7.5,30.76120467488713
7.666666666666666,30.86454542357399
7.833333333333333,30.974147156501395
8.0,31.08993475811632
8.166666666666666,31.211828873380345
8.333333333333332,31.33974596215561
8.5,31.47359835645908
8.666666666666666,31.61329432054576
8.833333333333332,31.75873811377984
9.0,31.909830056250527
9.166666666666666,32.06646659708765
9.333333333333332,32.22854038543029
9.5,32.39594034399969
9.666666666666666,32.56855174522606
9.833333333333332,32.746256289877124
10.0,32.928932188134524
10.166666666666666,33.11645424306246
10.333333333333332,33.308693936411416
10.5,33.505519516698165
10.666666666666666,33.70679608950162
10.833333333333332,33.91238570991279
11.0,34.122147477075266
11.166666666666666,34.33593763075167
11.333333333333332,34.553609649849726
11.5,34.775014352840515
11.666666666666666,35.0
11.833333333333332,35.228412397403915
12.0,35.46009500260453
