time,distance
0.0,84.0
0.1666666666666666,83.8645327009534
0.3333333333333333,83.44303809968078
0.5,82.74022313738313
0.6666666666666666,81.76387691057997
0.8333333333333333,80.52478530744168
1.0,79.03661281066579
1.1666666666666663,77.31575276189693
1.3333333333333333,75.38114772823118
1.5,73.25408193891421
1.6666666666666663,70.9579480663467
1.8333333333333333,68.5179909066002
2.0,65.96103076773991
2.1666666666666665,63.31516959657693
2.333333333333333,60.609483063593075
2.5,57.87370197962726
2.6666666666666665,55.137886534795875
2.833333333333333,52.43209692875964
3.0,49.7860640009883
3.1666666666666665,47.22886346967271
3.333333333333333,44.788597348398085
3.5,42.49208603105031
3.6666666666666665,40.3645744185443
3.833333333333333,38.42945530711759
4.0,36.70801306881195
4.166666666666666,35.219190432439056
4.333333333333333,33.97938092023363
4.5,33.00224921430783
4.666666666666666,32.2985814210156
4.833333333333333,31.87616687376849
5.0,31.739712769302102
5.166666666666666,31.750590413836175
5.333333333333333,31.76859316054263
5.5,31.793711610267486
5.666666666666666,31.82593145833011
5.833333333333333,31.86523350351848
6.0,31.91159366044857
6.166666666666666,31.964982975279597
6.333333333333333,32.02536764477442
6.5,32.09270903869242
6.666666666666666,32.16696372549965
6.833333333333333,32.24808350137887
7.0,32.33601542251973
7.166666666666666,32.43070184066728
7.333333333333333,32.53208044190461
7.5,32.64008428864315
7.666666666666666,32.754641864792255
7.833333333333333,32.87567712407705
8.0,33.0031095414719
8.166666666666666,33.1368541677142
8.333333333333332,33.27682168686141
8.5,33.42291847685218
8.666666666666666,33.575046673029966
8.833333333333332,33.73310423458612
9.0,33.8969850138768
9.166666666666666,34.0665788285665
9.333333333333332,34.24177153654902
9.5,34.422445113594364
9.666666666666666,34.60847773366899
9.833333333333332,34.79974385187404
10.0,34.996114289945204
10.166666666666666,35.19745632425564
10.333333333333332,35.403633776261756
10.5,35.614507105330084
10.666666666666666,35.82993350388172
10.833333333333332,36.04976699478928
11.0,36.27385853095974
11.166666666666666,36.50205609703505
11.333333333333332,36.734204813140906
11.5,36.9701470406128
11.666666666666666,37.20972248962688
11.833333333333332,37.45276832866205
12.0,37.699119295718376
12.166666666666666,37.94860781121564
12.333333333333332,38.20106409249487
12.5,38.45631626984435
12.666666666666666,38.7141905039708
12.833333333333332,38.9745111048351
13.0,39.237100651771655
13.166666666666666,39.501780114808376
13.333333333333332,39.76836897710519
13.5,40.036685358426325
13.666666666666666,40.306546139562435
13.833333333333332,40.5777670876171
14.0,40.8501629820718
14.166666666666666,41.12354774154344
14.333333333333332,41.397734551146954
14.5,41.672535990376424
14.666666666666666,41.947764161416615
14.833333333333332,42.22323081779729
15.0,42.49874749330203
15.166666666666666,42.77412563104334
15.333333333333332,43.04917671261556
15.5,43.32371238723705
15.666666666666666,43.59754460079322
15.833333333333332,43.87048572469199
16.0,44.142348684443185
16.166666666666664,44.41294708787414
16.333333333333332,44.68209535289326
16.5,44.94960883471397
16.666666666666664,45.215303952452345
16.833333333333332,45.47899831501098
17.0,45.74051084616318
17.166666666666664,45.99966190875179
17.333333333333332,46.256273427917215
17.5,46.51016901327042
17.666666666666664,46.76117407992694
17.833333333333332,47.00911596831915
18.0,47.25382406270434
18.166666666666664,47.495129908287545
18.33333333333333,47.73286732687875
18.5,47.96687253100511
18.666666666666664,48.19698423639996
18.83333333333333,48.42304377279144
19.0,48.644895192914674
19.166666666666664,48.862385379672894
19.33333333333333,49.075364151373776
19.5,49.28368436496887
19.666666666666664,49.48720201722536
19.83333333333333,49.685776343760615
20.0,49.8792699158716
20.166666666666664,50.06754873509261
20.33333333333333,50.25048232541668
20.5,50.42794382311701
20.666666666666664,50.599810064106975
20.83333333333333,50.765961668778594
21.0,50.92628312426139
21.166666666666664,51.080662864044804
21.33333333333333,51.228993344909924
21.5,51.37117112111722
21.666666666666664,51.507096915799586
21.83333333333333,51.636675689511584
22.0,51.75981670588766
22.166666666666664,51.87643359436429
22.33333333333333,51.98644440992291
22.5,52.08977168981247
22.666666666666664,52.18634250721264
22.83333333333333,52.27608852180074
23.0,52.35894602718747
23.166666666666664,52.43485599518896
23.33333333333333,52.50376411690438
23.5,52.565620840571036
23.666666666666664,52.62038140617058
23.83333333333333,52.668005876762734
24.0,52.70845916652452
24.166666666666664,52.74171106547593
24.33333333333333,52.767736260874635
24.5,52.7865143552651
24.666666666666664,52.79802988116932
24.83333333333333,52.80227231240914
25.0,52.799236072051976
25.166666666666664,52.764887045783766
25.33333333333333,52.730456766222886
25.5,52.69594712185361
25.666666666666664,52.66136002320541
25.83333333333333,52.62669740232239
26.0,52.59196121222652
26.166666666666664,52.557153426375244
26.33333333333333,52.522276038113205
26.5,52.48733106011863
26.666666666666664,52.45232052384422
26.83333333333333,52.41724647895292
27.0,52.382110992748494
27.166666666666664,52.3469161496014
27.33333333333333,52.31166405036972
27.5,52.276356811815646
27.666666666666664,52.240996566017486
27.83333333333333,52.20558545977745
28.0,52.17012565402533
28.166666666666664,52.13461932321822
28.33333333333333,52.09906865473656
28.5,52.06347584827654
28.666666666666664,52.027843115239044
28.83333333333333,51.992172678115416
29.0,51.956466769870154
29.166666666666664,51.92072763332057
29.33333333333333,51.884957520513865
29.5,51.849158692101575
29.666666666666664,51.81333341671157
29.83333333333333,51.77748397031797
30.0,51.74161263560888
30.166666666666664,51.70572170135238
30.33333333333333,51.66981346176071
30.5,51.63389021585306
30.666666666666664,51.59795426681694
30.83333333333333,51.56200792136842
31.0,51.52605348911138
31.166666666666664,51.49009328189604
31.33333333333333,51.454129613176654
31.5,51.418164797369066
31.666666666666664,51.38220114920768
31.83333333333333,51.34624098310262
32.0,51.31028661249673
32.166666666666664,51.27434034922311
32.33333333333333,51.23840450286281
32.5,51.20248138010337
32.666666666666664,51.16657328409811
32.83333333333333,51.130682513826315
33.0,51.094811363454696
33.166666666666664,51.058962121700105
33.33333333333333,51.02313707119384
33.5,50.98733848784751
33.666666666666664,50.951568640220955
33.83333333333333,50.915829788892026
34.0,50.8801241858287
34.166666666666664,50.84445407376353
34.33333333333333,50.8088216855707
34.5,50.77322924364579
34.666666666666664,50.73767895928843
34.83333333333333,50.702173032088076
35.0,50.666713649313095
35.166666666666664,50.631302985303066
35.33333333333333,50.59594320086496
35.5,50.560636442672816
35.666666666666664,50.52538484267152
35.83333333333333,50.4901905174846
36.0,50.45505556782626
36.16666666666666,50.41998207791791
36.33333333333333,50.38497211490916
36.5,50.35002772830373
36.66666666666666,50.31515094939004
36.83333333333333,50.28034379067706
37.0,50.24560824533523
37.16666666666666,50.210946286642894
37.33333333333333,50.1763598674381
37.5,50.1418509195762
